lat
32.55253626
32.55262639
32.55271651
32.55280664
32.55289677
32.55298689
32.55307702
32.55316715
32.55325728
32.5533474
32.55343753
32.55352766
32.55361778
32.55370791
32.55379803
32.55388816
32.55397829
32.55406841
32.55415854
32.55424866
32.55433879
32.55442892
32.55451904
32.55460917
32.5546993
32.55478943
32.55487955
32.55496968
32.55505981
32.55514993
32.55524006
32.55533019
32.55542031
32.55551044
32.55560056
32.55569069
32.55578082
32.55587094
32.55596107
32.55605119
32.55614132
32.55623145
32.55632157
32.5564117
32.55650183
32.55659196
32.55668208
32.55677221
32.55686234
32.55695246
32.55704259
32.55713272
32.55722284
32.55731297
32.55740309
32.55749322
32.55758335
32.55767347
32.5577636
32.55785372
32.55794385
32.55803398
32.5581241
32.55821423
32.55830436
32.55839449
32.55848461
32.55857474
32.55866487
32.55875499
32.55884512
32.55893525
32.55902537
32.5591155
32.55920562
32.55929575
32.55938588
32.559476
32.55956613
32.55965625
32.55974638
32.55983651
32.55992663
32.56001676
32.56010689
32.56019701
32.56028714
32.56037727
32.5604674
32.56055752
32.56064765
32.56073778
32.5608279
32.56091803
32.56100815
32.56109828
32.56118841
32.56127853
32.56136866
32.56145878
32.56154891
32.56163904
32.56172916
32.56181929
32.56190942
32.56199954
32.56208967
32.5621798
32.56226993
32.56236005
32.56245018
32.56254031
32.56263043
32.56272056
32.56281068
32.56290081
32.56299094
32.56308106
32.56317119
32.56326131
32.56335144
32.56344157
32.56353169
32.56362182
32.56371195
32.56380207
32.5638922
32.56398233
32.56407246
32.56416258
32.56425271
32.56434284
32.56443296
32.56452309
32.56461321
32.56470334
32.56479347
32.56488359
32.56497372
32.56506384
32.56515397
32.5652441
32.56533422
32.56542435
32.56551448
32.5656046
32.56569473
32.56578486
32.56587499
32.56596511
32.56605524
32.56614537
32.56623549
32.56632562
32.56641574
32.56650587
32.566596
32.56668612
32.56677625
32.56686637
32.5669565
32.56704663
32.56713675
32.56722688
32.56731701
32.56740714
32.56749726
32.56758739
32.56767752
32.56776764
32.56785777
32.5679479
32.56803802
32.56812815
32.56821827
32.5683084
32.56839853
32.56848865
32.56857878
32.5686689
32.56875903
32.56884916
32.56893928
32.56902941
32.56911954
32.56920967
32.56929979
